Transaction_ID,Date,Movement_Type,Batch_ID,Product_ID,Product_Name,Category,UOM,Warehouse_ID,Zone_ID,Aisle_ID,Bin_ID,Supplier_ID,Supplier_Name,Lead_Time_Days,Quantity_Sold,Opening_Stock,Unit_Cost_SGD,Unit_Price_SGD,Total_Revenue,Gross_Profit
TRX-100085,2024-03-26,OUTBOUND_SALES,BATCH-527,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,49,688,85.0,145.5,7129.5,2964.5
TRX-100086,2024-03-27,OUTBOUND_SALES,BATCH-471,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,34,308,85.0,145.5,4947.0,2057.0
TRX-100087,2024-03-28,OUTBOUND_SALES,BATCH-203,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,29,430,85.0,145.5,4219.5,1754.5
TRX-100088,2024-03-29,OUTBOUND_SALES,BATCH-856,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,78,202,85.0,145.5,11349.0,4719.0
TRX-100089,2024-03-30,OUTBOUND_SALES,BATCH-900,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,55,257,85.0,145.5,8002.5,3327.5
TRX-100090,2024-03-31,OUTBOUND_SALES,BATCH-885,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,83,275,85.0,145.5,12076.5,5021.5
TRX-100091,2024-04-01,OUTBOUND_SALES,BATCH-529,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,49,568,85.0,145.5,7129.5,2964.5
TRX-100092,2024-04-02,OUTBOUND_SALES,BATCH-299,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,55,734,85.0,145.5,8002.5,3327.5
TRX-100093,2024-04-03,OUTBOUND_SALES,BATCH-898,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,63,268,85.0,145.5,9166.5,3811.5
TRX-100094,2024-04-04,OUTBOUND_SALES,BATCH-662,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,66,752,85.0,145.5,9603.0,3993.0
TRX-100095,2024-04-05,OUTBOUND_SALES,BATCH-736,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,88,752,85.0,145.5,12804.0,5324.0
TRX-100096,2024-04-06,OUTBOUND_SALES,BATCH-367,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,70,266,85.0,145.5,10185.0,4235.0
TRX-100097,2024-04-07,OUTBOUND_SALES,BATCH-362,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,76,691,85.0,145.5,11058.0,4598.0
TRX-100098,2024-04-08,OUTBOUND_SALES,BATCH-175,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,44,619,85.0,145.5,6402.0,2662.0
TRX-100099,2024-04-09,OUTBOUND_SALES,BATCH-768,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,55,781,85.0,145.5,8002.5,3327.5
TRX-100100,2024-04-10,OUTBOUND_SALES,BATCH-845,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,58,604,85.0,145.5,8439.0,3509.0
TRX-100101,2024-04-11,OUTBOUND_SALES,BATCH-209,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,48,480,85.0,145.5,6984.0,2904.0
TRX-100102,2024-04-12,OUTBOUND_SALES,BATCH-839,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,90,216,85.0,145.5,13095.0,5445.0
TRX-100103,2024-04-13,OUTBOUND_SALES,BATCH-136,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,80,277,85.0,145.5,11640.0,4840.0
TRX-100104,2024-04-14,OUTBOUND_SALES,BATCH-100,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,72,790,85.0,145.5,10476.0,4356.0
TRX-100105,2024-04-15,OUTBOUND_SALES,BATCH-843,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,61,252,85.0,145.5,8875.5,3690.5
TRX-100106,2024-04-16,OUTBOUND_SALES,BATCH-807,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,44,225,85.0,145.5,6402.0,2662.0
TRX-100107,2024-04-17,OUTBOUND_SALES,BATCH-737,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,42,685,85.0,145.5,6111.0,2541.0
TRX-100108,2024-04-18,OUTBOUND_SALES,BATCH-142,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,57,771,85.0,145.5,8293.5,3448.5
TRX-100109,2024-04-19,OUTBOUND_SALES,BATCH-396,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,83,365,85.0,145.5,12076.5,5021.5
TRX-100110,2024-04-20,OUTBOUND_SALES,BATCH-451,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,50,735,85.0,145.5,7275.0,3025.0
TRX-100111,2024-04-21,OUTBOUND_SALES,BATCH-291,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,78,785,85.0,145.5,11349.0,4719.0
TRX-100112,2024-04-22,OUTBOUND_SALES,BATCH-644,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,65,666,85.0,145.5,9457.5,3932.5
TRX-100113,2024-04-23,OUTBOUND_SALES,BATCH-849,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,66,498,85.0,145.5,9603.0,3993.0
TRX-100114,2024-04-24,OUTBOUND_SALES,BATCH-816,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,38,717,85.0,145.5,5529.0,2299.0
TRX-100115,2024-04-25,OUTBOUND_SALES,BATCH-508,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,55,573,85.0,145.5,8002.5,3327.5
TRX-100116,2024-04-26,OUTBOUND_SALES,BATCH-951,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,85,748,85.0,145.5,12367.5,5142.5
TRX-100117,2024-04-27,OUTBOUND_SALES,BATCH-654,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,90,475,85.0,145.5,13095.0,5445.0
TRX-100118,2024-04-28,OUTBOUND_SALES,BATCH-826,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,84,692,85.0,145.5,12222.0,5082.0
TRX-100119,2024-04-29,OUTBOUND_SALES,BATCH-804,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,44,619,85.0,145.5,6402.0,2662.0
TRX-100120,2024-04-30,OUTBOUND_SALES,BATCH-404,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,56,392,85.0,145.5,8148.0,3388.0
TRX-100121,2024-05-01,OUTBOUND_SALES,BATCH-669,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,60,470,85.0,145.5,8730.0,3630.0
TRX-100122,2024-05-02,OUTBOUND_SALES,BATCH-651,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,57,635,85.0,145.5,8293.5,3448.5
TRX-100123,2024-05-03,OUTBOUND_SALES,BATCH-988,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,78,243,85.0,145.5,11349.0,4719.0
TRX-100124,2024-05-04,OUTBOUND_SALES,BATCH-770,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,87,346,85.0,145.5,12658.5,5263.5
TRX-100125,2024-05-05,OUTBOUND_SALES,BATCH-314,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,96,328,85.0,145.5,13968.0,5808.0
TRX-100126,2024-05-06,OUTBOUND_SALES,BATCH-620,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,54,602,85.0,145.5,7857.0,3267.0
TRX-100127,2024-05-07,OUTBOUND_SALES,BATCH-913,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,49,449,85.0,145.5,7129.5,2964.5
TRX-100128,2024-05-08,OUTBOUND_SALES,BATCH-293,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,34,472,85.0,145.5,4947.0,2057.0
TRX-100129,2024-05-09,OUTBOUND_SALES,BATCH-729,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,47,275,85.0,145.5,6838.5,2843.5
TRX-100130,2024-05-10,OUTBOUND_SALES,BATCH-259,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,77,518,85.0,145.5,11203.5,4658.5
TRX-100131,2024-05-11,OUTBOUND_SALES,BATCH-737,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,74,784,85.0,145.5,10767.0,4477.0
TRX-100132,2024-05-12,OUTBOUND_SALES,BATCH-285,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,94,345,85.0,145.5,13677.0,5687.0
TRX-100133,2024-05-13,OUTBOUND_SALES,BATCH-290,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,54,687,85.0,145.5,7857.0,3267.0
TRX-100134,2024-05-14,OUTBOUND_SALES,BATCH-930,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,48,267,85.0,145.5,6984.0,2904.0
TRX-100135,2024-05-15,OUTBOUND_SALES,BATCH-453,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,36,282,85.0,145.5,5238.0,2178.0
TRX-100136,2024-05-16,OUTBOUND_SALES,BATCH-756,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,28,484,85.0,145.5,4074.0,1694.0
TRX-100137,2024-05-17,OUTBOUND_SALES,BATCH-124,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,79,625,85.0,145.5,11494.5,4779.5
TRX-100138,2024-05-18,OUTBOUND_SALES,BATCH-798,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,90,583,85.0,145.5,13095.0,5445.0
TRX-100139,2024-05-19,OUTBOUND_SALES,BATCH-307,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,66,213,85.0,145.5,9603.0,3993.0
TRX-100140,2024-05-20,OUTBOUND_SALES,BATCH-235,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,43,519,85.0,145.5,6256.5,2601.5
TRX-100141,2024-05-21,OUTBOUND_SALES,BATCH-715,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,62,569,85.0,145.5,9021.0,3751.0
TRX-100142,2024-05-22,OUTBOUND_SALES,BATCH-128,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,29,633,85.0,145.5,4219.5,1754.5
TRX-100143,2024-05-23,OUTBOUND_SALES,BATCH-687,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,42,725,85.0,145.5,6111.0,2541.0
TRX-100144,2024-05-24,OUTBOUND_SALES,BATCH-850,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,66,325,85.0,145.5,9603.0,3993.0
TRX-100145,2024-05-25,OUTBOUND_SALES,BATCH-310,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,79,514,85.0,145.5,11494.5,4779.5
TRX-100146,2024-05-26,OUTBOUND_SALES,BATCH-495,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,79,673,85.0,145.5,11494.5,4779.5
TRX-100147,2024-05-27,OUTBOUND_SALES,BATCH-595,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,56,738,85.0,145.5,8148.0,3388.0
TRX-100148,2024-05-28,OUTBOUND_SALES,BATCH-430,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,51,402,85.0,145.5,7420.5,3085.5
TRX-100149,2024-05-29,OUTBOUND_SALES,BATCH-977,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,62,418,85.0,145.5,9021.0,3751.0
TRX-100150,2024-05-30,OUTBOUND_SALES,BATCH-143,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,29,511,85.0,145.5,4219.5,1754.5
TRX-100151,2024-05-31,OUTBOUND_SALES,BATCH-610,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,88,509,85.0,145.5,12804.0,5324.0
TRX-100152,2024-06-01,OUTBOUND_SALES,BATCH-747,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,79,398,85.0,145.5,11494.5,4779.5
TRX-100153,2024-06-02,OUTBOUND_SALES,BATCH-990,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,77,450,85.0,145.5,11203.5,4658.5
TRX-100154,2024-06-03,OUTBOUND_SALES,BATCH-144,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,60,410,85.0,145.5,8730.0,3630.0
TRX-100155,2024-06-04,OUTBOUND_SALES,BATCH-475,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,52,604,85.0,145.5,7566.0,3146.0
TRX-100156,2024-06-05,OUTBOUND_SALES,BATCH-183,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,57,238,85.0,145.5,8293.5,3448.5
TRX-100157,2024-06-06,OUTBOUND_SALES,BATCH-713,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,62,278,85.0,145.5,9021.0,3751.0
TRX-100158,2024-06-07,OUTBOUND_SALES,BATCH-738,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,78,472,85.0,145.5,11349.0,4719.0
TRX-100159,2024-06-08,OUTBOUND_SALES,BATCH-369,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,74,345,85.0,145.5,10767.0,4477.0
TRX-100160,2024-06-09,OUTBOUND_SALES,BATCH-955,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,68,745,85.0,145.5,9894.0,4114.0
TRX-100161,2024-06-10,OUTBOUND_SALES,BATCH-346,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,53,691,85.0,145.5,7711.5,3206.5
TRX-100162,2024-06-11,OUTBOUND_SALES,BATCH-418,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,66,291,85.0,145.5,9603.0,3993.0
TRX-100163,2024-06-12,OUTBOUND_SALES,BATCH-868,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,60,779,85.0,145.5,8730.0,3630.0
TRX-100164,2024-06-13,OUTBOUND_SALES,BATCH-928,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,52,507,85.0,145.5,7566.0,3146.0
TRX-100165,2024-06-14,OUTBOUND_SALES,BATCH-568,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,73,678,85.0,145.5,10621.5,4416.5
TRX-100166,2024-06-15,OUTBOUND_SALES,BATCH-226,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,91,294,85.0,145.5,13240.5,5505.5
TRX-100167,2024-06-16,OUTBOUND_SALES,BATCH-531,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,86,398,85.0,145.5,12513.0,5203.0
TRX-100168,2024-06-17,OUTBOUND_SALES,BATCH-964,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,68,672,85.0,145.5,9894.0,4114.0
TRX-100169,2024-06-18,OUTBOUND_SALES,BATCH-210,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,51,609,85.0,145.5,7420.5,3085.5
TRX-100170,2024-06-19,OUTBOUND_SALES,BATCH-778,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,28,584,85.0,145.5,4074.0,1694.0
